"100","437","1081","694.6"
"150","644","1498","985.6"
"200","797","2067","1305.0"
"250","1008","2426","1575.2"
"300","1138","3045","1900.8"
"350","1267","3248","2059.4"
"400","1304","3482","2175.2000000000003"
