"2","108","362","209.60000000000002"
"3","169","478","292.6"
"4","220","602","372.8"
"5","274","672","433.20000000000005"
"6","326","983","588.8000000000001"
"7","380","1176","698.4000000000001"
"8","434","1172","729.2"
